,Title,Authors,Link to paper,Max Accuracy
0,Detecting High-Engaging Breaking News Rumors in Social Media,"Sarah A Alkhodair, Benjamin C M Fung, Steven H H Ding, William K Cheung, Shih-Chia Huang",https://dl.acm.org/doi/10.1145/3416703,0.98
